SKU, TYPE, CATEGORY, SUBCATEGORY, NAME, DESCRIPTION, MRP, DISCOUNTRATE, TAXRATE, SHIPPINGCHARGES, STOCKLEVEL, ISREDUCESTOCK, ISACTIVE, ATTA, AUTHOR, BRAND, COLOR, DALDA, FLOUR, GRIHASTHI, OIL, PUBLISHER, PULSE, RICE, STYLE,,
sr0073,Personal Care,Bath & Body,,Dove Beauty Cream Soap 75+25gms ,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>&frac14; moisturizing cream and gentle cleansers help retain skin&rsquo;s moisture<br />Leaves skin softer, smoother and more glowing<br />Suitable for daily use on face, body and hands</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Contents</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Dove Beauty Cream Soap - 1*100 gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Unit</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>100gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Disclaimer</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",49,4.08,0,0,100,0,1, , , , , , , , , , , , ,,
sr0074,,,,Dove Beauty Cream Soap 60gms,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>&frac14; moisturizing cream and gentle cleansers help retain skin&rsquo;s moisture<br />Leaves skin softer, smoother and more glowing<br />Suitable for daily use on face, body and hands</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Contents</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Dove Beauty Cream Soap - 1*60gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Unit</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>60gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Disclaimer</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",25,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0075,Personal Care,Bath & Body,,Dove Beauty Cream Soap 60gms ,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>&frac14; moisturizing cream and gentle cleansers help retain skin&rsquo;s moisture<br />Leaves skin softer, smoother and more glowing<br />Suitable for daily use on face, body and hands</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Ingredients</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Sodium Lauroyl Isethionate, Stearic Acid, Sodium Tallowate or Sodium Palmitate, Lauric Acid, Sodium Isethionate, Water, Sodium Stearate, Cocamidopropyl Betaine, Sodium Cocoate or Sodium Palm Kernelate, Fragrance, Sodium Chloride, Tetrasodium EDTA, Tetrasodium Etidronate</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Contents</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Dove Beauty Cream Soap - 1*60gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Unit</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>60gm</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Disclaimer</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",25,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0077,Personal Care,Bath & Body,,Pears Oil Clear & Glow Soap 75gms,"<div class='product-attributes' data-reactid='211'><div class='product-attributes__attr' data-reactid='215'><div class='product-attributes__attr--description' data-reactid='216'>Enriched with glycerine and lemon flower extracts<br />Moisturizes and gives naturally glowing skin<br />Effective against dry skin</div><div class='product-attributes__attr--description' data-reactid='216'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='217'><div class='product-attributes__attr' data-reactid='218'><div class='product-attributes__attr--name' data-reactid='219'><strong><span data-reactid='220'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='221'><div class='product-attributes__attr--description' data-reactid='222'>75 gm</div><div class='product-attributes__attr--description' data-reactid='222'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='223'><div class='product-attributes__attr' data-reactid='224'><div class='product-attributes__attr--name' data-reactid='225'><strong><span data-reactid='226'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='227'><div class='product-attributes__attr--description' data-reactid='228'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",38,5.26,0,0,100,0,1, , , , , , , , , , , , ,,
sr0076,Personal Care,Bath & Body,,Pears Glycerin & Natural Skin Soap 75g+25g,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Enriched with glycerine and lemon flower extracts<br />Moisturizes and gives naturally glowing skin<br />Effective against dry skin</div><div class='product-attributes__attr--description'>&nbsp;</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>75g+25g</div><div class='product-attributes__attr--description'>&nbsp;</div><div class='product-attributes__attr--description'>&nbsp;</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'><strong>Disclaimer</strong></div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",39,5.13,0,0,100,0,1, , , , , , , , , , , , ,,
sr0081,Personal Care,Bath & Body,,Lux Velvet Touch Soap 100g,"<div class='product-attributes' data-reactid='213'><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--description' data-reactid='218'>Comes with new Floral Fusion Oil<br />2X Better perfume bloom than real flowers<br />Contains top note Bergamot, Leafy greens, Peach<br />Heart note Jasmine, Lily of the valley, Ylang Ylang<br />Base note Musk, Amber, Vanilla</div><div class='product-attributes__attr--description' data-reactid='218'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='219'><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--name' data-reactid='221'><strong><span data-reactid='222'>Unit</span></strong></div></div><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--description' data-reactid='224'>100 gm</div><div class='product-attributes__attr--description' data-reactid='224'>&nbsp;</div></div></div><div class='product-attributes' data-reactid='225'><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--name' data-reactid='227'><strong><span data-reactid='228'>Disclaimer</span></strong></div></div><div class='product-attributes__attr' data-reactid='229'><div class='product-attributes__attr--description' data-reactid='230'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0078,Personal Care,Bath & Body,,Lux International Creamy White Soap 75g,"<div class='product-attributes' data-reactid='212'><div class='product-attributes__attr' data-reactid='216'><div class='product-attributes__attr--description' data-reactid='217'>Infused with the fragrance of delicate white florals and Swiss moisturisers<br />Get soft moisturized skin<br />Fragrance composed by the world's best perfume experts<br />Gently cleans and leaves skin smelling beautifully fresh<br />Feel fabulous every day</div></div></div><div class='product-attributes' data-reactid='218'><div class='product-attributes__attr' data-reactid='219'><div class='product-attributes__attr--name' data-reactid='220'><span data-reactid='221'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='222'><div class='product-attributes__attr--description' data-reactid='223'>75gm</div></div></div><div class='product-attributes' data-reactid='224'><div class='product-attributes__attr' data-reactid='225'><div class='product-attributes__attr--name' data-reactid='226'><span data-reactid='227'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--description' data-reactid='229'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",30,3.33,0,0,100,0,1, , , , , , , , , , , , ,,
sr0080,Personal Care,Bath & Body,,Lux Soft Touch Soap 100g,"<div class='product-attributes' data-reactid='218'><div class='product-attributes__attr' data-reactid='222'><div class='product-attributes__attr--description' data-reactid='223'>Comes with new Floral Fusion Oil<br />2X Better perfume bloom than real flowers<br />Contains top note Bergamot, Leafy greens, Peach<br />Heart note Jasmine, Lily of the valley, Ylang Ylang<br />Base note Musk, Amber, Vanilla</div></div></div><div class='product-attributes' data-reactid='224'><div class='product-attributes__attr' data-reactid='225'><div class='product-attributes__attr--name' data-reactid='226'><span data-reactid='227'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--description' data-reactid='229'>100 gm</div></div></div><div class='product-attributes' data-reactid='230'><div class='product-attributes__attr' data-reactid='231'><div class='product-attributes__attr--name' data-reactid='232'><span data-reactid='233'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--description' data-reactid='235'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0079,Personal Care,Bath & Body,,Lux Fresh Splash Soap 100 gm,"<p>This sea green Lux beauty soap is crafted with the icy freshness of cooling mint and the invigorating power of sea minerals to transform your skin from dull to vibrant in an instant. The soap energizes the body and makes the dull skin, sparkling and refreshed. The soap gives a cooling sensation to the skin while bathing and makes the body fragrant and energized.</p>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0082,Personal Care,Bath & Body,,Rexona - Silky Soft Skin Soap 100g,<p>Rexona - Silky Soft Skin Soap 100g</p>,25,4,0,0,100,0,1, , , , , , , , , , , , ,,
sr0083,Personal Care,Bath & Body,,Hamam Neem Tulsi & Aloe Vera Soap 100g,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Contains neem, tulsi and aloe vera<br />Protects the skin from rashes, pimples and body odour</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>100 gm</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",31,3.23,0,0,100,0,1, , , , , , , , , , , , ,,
sr0084,Personal Care,Bath & Body,,Liril Lime Rush Soap 75g,"<div class='product-attributes' data-reactid='198'><div class='product-attributes__attr' data-reactid='202'><div class='product-attributes__attr--description' data-reactid='203'>With the goodness of limes<br />Nourishes your skin</div></div></div><div class='product-attributes' data-reactid='204'><div class='product-attributes__attr' data-reactid='205'><div class='product-attributes__attr--name' data-reactid='206'><span data-reactid='207'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='208'><div class='product-attributes__attr--description' data-reactid='209'>75gm</div></div></div><div class='product-attributes' data-reactid='210'><div class='product-attributes__attr' data-reactid='211'><div class='product-attributes__attr--name' data-reactid='212'><span data-reactid='213'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='214'><div class='product-attributes__attr--description' data-reactid='215'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",31,3.23,0,0,100,0,1, , , , , , , , , , , , ,,
sr0085,Personal Care,Bath & Body,,ayush Purifying Turmeric Soap 100g,"<div class='product-attributes' data-reactid='207'><div class='product-attributes__attr' data-reactid='211'><div class='product-attributes__attr--description' data-reactid='212'>Made using a unique blend of Ayurvedic ingredients&nbsp;<br />Enriched with the goodness of Turmeric and Nalpamaradi Tailam<br />Helps cure skin infections and rashes<br />Gentle cleansing bar that gives a clear and glowing skin</div></div></div><div class='product-attributes' data-reactid='213'><div class='product-attributes__attr' data-reactid='214'><div class='product-attributes__attr--name' data-reactid='215'><span data-reactid='216'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--description' data-reactid='218'>100 gm</div></div></div><div class='product-attributes' data-reactid='219'><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--name' data-reactid='221'><span data-reactid='222'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--description' data-reactid='224'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",31,3.23,0,0,100,0,1, , , , , , , , , , , , ,,
sr0086,Personal Care,Bath & Body,,Lifebuoy Lemon Fresh Soap 100g,"<div class='product-attributes' data-reactid='213'><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--description' data-reactid='218'>With Activ Natural Shield<br />Forms thick, rich and creamy lather<br />Fresh and energizing power of lime</div></div></div><div class='product-attributes' data-reactid='219'><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--name' data-reactid='221'><span data-reactid='222'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--description' data-reactid='224'>125 gm</div></div></div><div class='product-attributes' data-reactid='225'><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--name' data-reactid='227'><span data-reactid='228'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='229'><div class='product-attributes__attr--description' data-reactid='230'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0087,Personal Care,Bath & Body,,Lifebuoy Total 10 Soap 100g,"<div class='product-attributes' data-reactid='203'><div class='product-attributes__attr' data-reactid='207'><div class='product-attributes__attr--description' data-reactid='208'>Enriched with active natural shield for anti germ protection<br />Advanced with added moisturizer to maintain skin's softness<br />Offers complete protections against germs<br />Leaves the skin clean, healthy and fresh</div></div></div><div class='product-attributes' data-reactid='209'><div class='product-attributes__attr' data-reactid='210'><div class='product-attributes__attr--name' data-reactid='211'><span data-reactid='212'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='213'><div class='product-attributes__attr--description' data-reactid='214'>100gm</div></div></div><div class='product-attributes' data-reactid='215'><div class='product-attributes__attr' data-reactid='216'><div class='product-attributes__attr--name' data-reactid='217'><span data-reactid='218'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='219'><div class='product-attributes__attr--description' data-reactid='220'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0088,Personal Care,Bath & Body,,Lifebuoy Care Soap 100g,"<div class='product-attributes' data-reactid='198'><div class='product-attributes__attr' data-reactid='202'><div class='product-attributes__attr--description' data-reactid='203'>Has active natural shield for anti germ protection<br />Makes skin soft and supple<br />Enriched with the goodness of milk and oats<br />Specially designed for sensitive skin</div></div></div><div class='product-attributes' data-reactid='204'><div class='product-attributes__attr' data-reactid='205'><div class='product-attributes__attr--name' data-reactid='206'><span data-reactid='207'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='208'><div class='product-attributes__attr--description' data-reactid='209'>125 gm</div></div></div><div class='product-attributes' data-reactid='210'><div class='product-attributes__attr' data-reactid='211'><div class='product-attributes__attr--name' data-reactid='212'><span data-reactid='213'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='214'><div class='product-attributes__attr--description' data-reactid='215'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0089,Personal Care,Bath & Body,,Lifebuoy Nature Soap 100g,"<p>The special formula of Lifebuoy Nature Care Soap contains natural betel leaf, a native plant from central and eastern Malaysia, known for its powerful, natural antibacterial properties.Functioning of the Soap: -Betel leaf extracts deep cleanse the pores and refresh the skin. The bath soap's rich creamy lather leaves you clean and fresh while the advanced formulation cares for your skin and keeps it healthy.'</p>",26,3.85,0,0,100,0,1, , , , , , , , , , , , ,,
sr0090,Personal Care,Bath & Body,,Margo Neem Soap 100g,<p>Margo Neem Soap 100g</p>,27,3.7,0,0,100,0,1, , , , , , , , , , , , ,,
sr0091,Personal Care,Bath & Body,,Margo Neem Soap 75g,<p>Margo Neem Soap 75g</p>,21,4.76,0,0,100,0,1, , , , , , , , , , , , ,,
sr0092,Personal Care,Bath & Body,,Cinthol Fresh Lime Soap Buy 3 Get 1 Free(75g),"<div class='product-attributes' data-reactid='210'><div class='product-attributes__attr' data-reactid='214'><div class='product-attributes__attr--description' data-reactid='215'>Experience a refreshing bath every time with Cinthol Fresh Soap. Its enhanced lime freshness revitalizes your senses to give you a fantastic bathing experience.</div></div></div><div class='product-attributes' data-reactid='216'><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--name' data-reactid='218'><span data-reactid='219'>Offer</span></div></div><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--description' data-reactid='221'>Buy 3 Get 1 Free</div></div></div><div class='product-attributes' data-reactid='222'><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--name' data-reactid='224'><span data-reactid='225'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--description' data-reactid='227'>Refreshing soap</div></div></div><div class='product-attributes' data-reactid='228'><div class='product-attributes__attr' data-reactid='229'><div class='product-attributes__attr--name' data-reactid='230'><span data-reactid='231'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='232'><div class='product-attributes__attr--description' data-reactid='233'>4x75 gm</div></div></div><div class='product-attributes' data-reactid='234'><div class='product-attributes__attr' data-reactid='235'><div class='product-attributes__attr--name' data-reactid='236'><span data-reactid='237'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='238'><div class='product-attributes__attr--description' data-reactid='239'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",72,2.78,0,0,100,0,1, , , , , , , , , , , , ,,
sr0093,Personal Care,Bath & Body,,Cinthol Cool Soap - Buy 3 Get 1 Free,"<div class='product-attributes' data-reactid='204'><div class='product-attributes__attr' data-reactid='205'><div class='product-attributes__attr--name' data-reactid='206'><span data-reactid='207'>Offer</span></div></div><div class='product-attributes__attr' data-reactid='208'><div class='product-attributes__attr--description' data-reactid='209'>Buy 3 Get 1 Free</div></div></div><div class='product-attributes' data-reactid='210'><div class='product-attributes__attr' data-reactid='211'><div class='product-attributes__attr--name' data-reactid='212'><span data-reactid='213'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='214'><div class='product-attributes__attr--description' data-reactid='215'>With extra cool, invigorating and refreshing menthol<br />Provides lasting protection against body odour<br />Leaves the skin soft, fresh and summer-proof<br />Ideal for amazingly cool bathing experience</div></div></div><div class='product-attributes' data-reactid='216'><div class='product-attributes__attr' data-reactid='217'><div class='product-attributes__attr--name' data-reactid='218'><span data-reactid='219'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='220'><div class='product-attributes__attr--description' data-reactid='221'>4x75 gm</div></div></div><div class='product-attributes' data-reactid='222'><div class='product-attributes__attr' data-reactid='223'><div class='product-attributes__attr--name' data-reactid='224'><span data-reactid='225'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='226'><div class='product-attributes__attr--description' data-reactid='227'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",75,2.67,0,0,100,0,1, , , , , , , , , , , , ,,
sr0095,Personal Care,Bath & Body,,Vivel Aloe Vera Soap 100g,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>With vitamin E extracts, Vivel Aloe Vera Soap helps in keeping the skin soft, smooth and supple. It retains the natural moisture of the skin and keeps it radiant and nourished.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Key Features</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>With aloe vera extracts<br />Retains the natural moisture of the skin</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>100 gm</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",28,3.57,0,0,100,0,1, , , , , , , , , , , , ,,
sr0094,,,,Vivel Mixed Fruit + Cream Soap 100g,"<div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--description'>With vitamin E extracts, Vivel Aloe Vera Soap helps in keeping the skin soft, smooth and supple. It retains the natural moisture of the skin and keeps it radiant and nourished.</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Key Features</div><div class='product-attributes__attr--name'>with mixed fruit and cream</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'><br />Retains the natural moisture of the skin</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Unit</div><div class='product-attributes__attr--name'>100 gm</div></div></div><div class='product-attributes'><div class='product-attributes__attr'><div class='product-attributes__attr--name'>Disclaimer</div></div><div class='product-attributes__attr'><div class='product-attributes__attr--description'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",28,3.57,0,0,100,0,1, , , , , , , , , , , , ,,
sr0096,Personal Care,Bath & Body,,Superia Naturals Sandal & Almond Soap (3+1) 232g,<p>Superia Naturals Sandal &amp, Almond Soap (3+1) 232g</p>,30,6.67,0,0,100,0,1, , , , , , , , , , , , ,
sr0097,Personal Care,Bath & Body,,Superia Rose & Walnut Oil soap (3+1) 232g,<p>Superia Rose &amp, Walnut Oil soap (3+1) 232g</p>,30,6.67,0,0,100,0,1, , , , , , , , , , , , ,
sr0098,,,,Superia Lemon & Mint Oil Soap (3+1) 232g,<p>Superia Lemon &amp, Mint Oil Soap (3+1) 232g</p>,30,6.67,0,0,100,0,1, , , , , , , , , , , , ,
sr0099,Personal Care,Bath & Body,,Venus Creme bar Natural bar 4N*100gm,<p>Venus Creme bar Natural bar 4N*100gm</p>,92,5.43,0,0,100,0,1, , , , , , , , , , , , ,,
sr00100,Personal Care,Bath & Body,,Venus Creme bar Natural bar 50g*3pcs ,<p>Venus Creme bar Natural bar 50g*3pcs</p>,30,6.67,0,0,100,0,1, , , , , , , , , , , , ,,
sr0101,Personal Care,Bath & Body,,Dettol Original Soap - Pack of 4(300g),"<div class='product-attributes' data-reactid='226'><div class='product-attributes__attr' data-reactid='230'><div class='product-attributes__attr--description' data-reactid='231'>Leaves the skin clean and healthy<br />With classic Dettol fragrance<br />For 100% germ free protection</div></div></div><div class='product-attributes' data-reactid='232'><div class='product-attributes__attr' data-reactid='233'><div class='product-attributes__attr--name' data-reactid='234'><span data-reactid='235'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='236'><div class='product-attributes__attr--description' data-reactid='237'>4x75 gm</div></div></div><div class='product-attributes' data-reactid='238'><div class='product-attributes__attr' data-reactid='239'><div class='product-attributes__attr--name' data-reactid='240'><span data-reactid='241'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='242'><div class='product-attributes__attr--description' data-reactid='243'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. The color of the product displayed in the image may differ from that received in the order. It is recommended not to solely rely on the details presented.</div></div></div>",93,3.23,0,0,100,0,1, , , , , , , , , , , , ,,
sr0102,Personal Care,Bath & Body,,Dettol Cool Soap 75g,"<div class='product-attributes' data-reactid='221'><div class='product-attributes__attr' data-reactid='225'><div class='product-attributes__attr--description' data-reactid='226'>With refreshing menthol, Dettol Cool Soap offers an advanced protection against a wide range of unseen germs. Its pH-balanced formula with Dettol's trusted germ protection gives a burst of refreshment, restoring the skin moisture and leaving your skin feeling healthy and fresh.</div></div></div><div class='product-attributes' data-reactid='227'><div class='product-attributes__attr' data-reactid='228'><div class='product-attributes__attr--name' data-reactid='229'><span data-reactid='230'>Key Features</span></div></div><div class='product-attributes__attr' data-reactid='231'><div class='product-attributes__attr--description' data-reactid='232'>With crispy menthol&nbsp;<br />Leaves skin healthy and refreshed<br />Dermatologically tested</div></div></div><div class='product-attributes' data-reactid='233'><div class='product-attributes__attr' data-reactid='234'><div class='product-attributes__attr--name' data-reactid='235'><span data-reactid='236'>Unit</span></div></div><div class='product-attributes__attr' data-reactid='237'><div class='product-attributes__attr--description' data-reactid='238'>75 gm</div></div></div><div class='product-attributes' data-reactid='239'><div class='product-attributes__attr' data-reactid='240'><div class='product-attributes__attr--name' data-reactid='241'><span data-reactid='242'>Disclaimer</span></div></div><div class='product-attributes__attr' data-reactid='243'><div class='product-attributes__attr--description' data-reactid='244'>Every effort is made to maintain accuracy of all information. However, actual product packaging and materials may contain more and/or different information. It is recommended not to solely rely on the information presented.</div></div></div>",27,3.7,0,0,100,0,1, , , , , , , , , , , , ,,
sr0103,,,,Nima Sandal Buy 2 Get One Free 3*100gm,<p>Nima Sandal Buy 2 Get One Free 3*100gm</p>,48,12.5,0,0,100,0,1, , , , , , , , , , , , ,,
sr0104,,,,Dyna Lime&Alovera Soap Unit 250gm ( 5Pcs ),<p>Dyna Lime&amp,Alovera Soap Unit 250gm ( 5Pcs )</p>,30,3.33,0,0,100,0,1, , , , , , , , , , , , ,
sr0106,Personal Care,Bath & Body,,Nima Sanda Soap 100*3 pcs(300g),<p>Nima Sanda Soap 100*3 pcs(300g)</p>,48,12.5,0,0,100,0,1, , , , , , , , , , , , ,,
